oldname	newname	class	subsystem	evidence	status	emitted_turn
flow_main_uart_service_1be6_1c1c	uart_link_parser__handle_route_or_status_byte	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART link parser route/status byte handler	emitted	prior_batch_uart_parser_route_payload
flow_main_uart_service_1be6_1c42	uart_link_parser__payload_forward_gate	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART link parser payload forward gate	emitted	prior_batch_uart_parser_route_payload
flow_main_uart_service_1be6_1c52	uart_link_parser__advance_payload_position	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART link parser payload position advance	emitted	prior_batch_uart_parser_route_payload
flow_main_uart_service_1be6_1c62	uart_link_parser__latch_command_or_data	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART link parser command/data latch path	emitted	prior_batch_uart_parser_route_payload
flow_main_uart_service_1be6_1c6e	uart_link_parser__latch_data_and_dispatch_command	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART link parser data latch and dispatch path	emitted	prior_batch_uart_parser_route_payload
flow_main_uart_service_1be6_1ca2	uart_link_parser__standby_duplicate_preserve_pending_event	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART standby duplicate handling path	emitted	prior_batch_uart_parser_standby_mute
flow_main_uart_service_1be6_1ca6	uart_link_parser__standby_close_gate_if_event_pending	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART standby gate-close path	emitted	prior_batch_uart_parser_standby_mute
flow_main_uart_service_1be6_1cc4	uart_link_parser__mute_dirty_if_user_shadow_differs	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART mute dirty compare path	emitted	prior_batch_uart_parser_standby_mute
flow_main_uart_service_1be6_1cd2	uart_link_parser__mute_clear_shadow_bit	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART mute clear shadow bit path	emitted	prior_batch_uart_parser_standby_mute
flow_main_uart_service_1be6_1cd4	uart_link_parser__mute_return_after_shadow_update	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART mute return after shadow update	emitted	prior_batch_uart_parser_standby_mute
flow_main_uart_service_1be6_1cd6	uart_link_parser__mute_query_reply	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART mute query reply path	emitted	prior_batch_uart_parser_standby_mute
flow_main_uart_service_1be6_1d22	uart_link_parser__input_select_query_reply	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART input-select query reply path	emitted	prior_batch_uart_parser_input_volume
flow_main_uart_service_1be6_1d68	uart_link_parser__volume_return_if_unchanged	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART volume unchanged return path	emitted	prior_batch_uart_parser_input_volume
flow_main_uart_service_1be6_1d6c	uart_link_parser__volume_mark_dirty	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART volume dirty path	emitted	prior_batch_uart_parser_input_volume
flow_main_uart_service_1be6_1d80	uart_link_parser__volume_query_reply	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART volume query reply path	emitted	prior_batch_uart_parser_input_volume
flow_main_uart_service_1be6_1d8a	uart_link_parser__cmd10_require_data_29	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART cmd10 data-29 requirement path	emitted	prior_batch_uart_parser_input_volume
flow_main_uart_service_1be6_1d8a_report	uart_link_parser__cmd10_emit_cmd29_status	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART cmd10 cmd29 status emit path	emitted	prior_batch_uart_parser_input_volume
flow_main_uart_service_1be6_1e02	uart_link_parser__cmd1d_update_setup_timeout	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART cmd1D setup-timeout update path	emitted	prior_batch_uart_parser_cmd1d
flow_main_uart_service_1be6_1e14	uart_link_parser__cmd1d_query_reply	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART cmd1D query reply path	emitted	prior_batch_uart_parser_cmd1d
flow_main_uart_service_1be6_1e1c	uart_link_parser__cmd1e_update_link_address	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART cmd1E link-address update path	emitted	prior_batch_uart_parser_cmd1d
flow_main_uart_service_1be6_1e36	uart_link_parser__dispatch_check_cmd04_status_poll	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART parser dispatch cmd04 check	emitted	prior_batch_uart_parser_cmd1d
flow_main_uart_service_1be6_1e3c	uart_link_parser__dispatch_check_cmd06_input_select	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART parser dispatch cmd06 check	emitted	prior_batch_uart_parser_cmd1d
flow_main_uart_service_1be6_1e42	uart_link_parser__dispatch_check_cmd07_volume	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART parser dispatch cmd07 check	emitted	prior_batch_uart_parser_cmd1d
flow_main_uart_service_1be6_1e48	uart_link_parser__dispatch_check_cmd10_and_extended	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART parser dispatch cmd10/extended check	emitted	prior_batch_uart_parser_cmd1d
stock_0B8_b0	hid_opcode04_arg2_or_cmd1d_setup_b0	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:446 stages HID opcode 0x04 arg2, and 2058-2068 uses the same cell for UART cmd 0x1D setup reply; semantic review consensus confirmed 4/4; second-stage 16-agent review 2026-06-18 retained emitted status for reviewed 32-row set; no in-scope material issues found	emitted	semantic_review_consensus_2026_06_18
stock_0B8_b0_op	hid_opcode04_arg2_or_cmd1d_setup_op	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:446 stages HID opcode 0x04 arg2, and 2058-2068 uses the same cell for UART cmd 0x1D setup reply; semantic review consensus confirmed 4/4; second-stage 16-agent review 2026-06-18 retained emitted status for reviewed 32-row set; no in-scope material issues found	emitted	semantic_review_consensus_2026_06_18
stock_0B8_b0_phys	hid_opcode04_arg2_or_cmd1d_setup_phys	ram_var	mixed	src/dlcp_fw/asm/dlcp_main_v34.asm:446 stages HID opcode 0x04 arg2, and 2058-2068 uses the same cell for UART cmd 0x1D setup reply; semantic review consensus confirmed 4/4; second-stage 16-agent review 2026-06-18 retained emitted status for reviewed 32-row set; no in-scope material issues found	emitted	semantic_review_consensus_2026_06_18
main_usb_service_45a2	usb_hid_mailbox_send_reply_if_ready	private_helper	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID reply mailbox sender	emitted	prior_batch_usb_ep1_reply
usb_stage_5a40_and_service_3fd0	usb_ep1_in_send_hid_reply_buffer	private_helper	usb_ep1	src/dlcp_fw/asm/dlcp_main_v34.asm EP1 IN HID reply buffer sender	emitted	prior_batch_usb_ep1_reply
main_core_service_3fd0	usb_ep1_in_copy_scratch_buffer_to_bdt	private_helper	usb_ep1	src/dlcp_fw/asm/dlcp_main_v34.asm EP1 IN scratch-to-BDT copy helper	emitted	prior_batch_usb_ep1_reply
flow_main_core_service_3fd0_3fd8	usb_ep1_in_copy_scratch_buffer_to_bdt__length_clamped	local_label	usb_ep1	src/dlcp_fw/asm/dlcp_main_v34.asm EP1 IN reply length clamp path	emitted	prior_batch_usb_ep1_reply
flow_main_core_service_3fd0_3fdc	usb_ep1_in_copy_scratch_buffer_to_bdt__copy_next_byte	local_label	usb_ep1	src/dlcp_fw/asm/dlcp_main_v34.asm EP1 IN reply copy loop body	emitted	prior_batch_usb_ep1_reply
flow_main_core_service_3fd0_3ffa	usb_ep1_in_copy_scratch_buffer_to_bdt__check_remaining	local_label	usb_ep1	src/dlcp_fw/asm/dlcp_main_v34.asm EP1 IN reply remaining check	emitted	prior_batch_usb_ep1_reply
flow_cmd_dispatch_gated_19a8	cmd_dispatch_gated__check_reconnect_and_volume_dirty	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch reconnect/volume gate	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_18fe	cmd_dispatch_gated__route_code_1_i2c_pair	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch route-code 1 I2C pair	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1918	cmd_dispatch_gated__route_code_2_i2c_pair	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch route-code 2 I2C pair	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1932	cmd_dispatch_gated__route_code_3_i2c_pair	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch route-code 3 I2C pair	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_194c	cmd_dispatch_gated__route_code_4_i2c_pair	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch route-code 4 I2C pair	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1966	cmd_dispatch_gated__default_route_reg1f_write	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch default route reg1F write	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1970	cmd_dispatch_gated__dispatch_input_route_code	local_label	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch input route-code branch	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1990	cmd_dispatch_gated__input_route_write_complete	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch input-route write completion	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_19d6	cmd_dispatch_gated__select_applied_route_trim	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch applied-route trim selection	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_19e6	cmd_dispatch_gated__stage_volume_coefficients	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch volume coefficient staging	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_volume_done	cmd_dispatch_gated__volume_write_complete	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch volume write completion	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1a76	cmd_dispatch_gated__check_reconnect_reapply	local_label	preset	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch reconnect reapply check	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_reapply_skip_name	cmd_dispatch_gated__finish_reapply_without_filename_reload	local_label	preset	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch reapply without filename reload	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_reapply_failed	cmd_dispatch_gated__reapply_failed_fault_mute	local_label	preset	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch reapply failure fault-mute path	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_reapply_wait_name	cmd_dispatch_gated__defer_reapply_until_filename_ready	local_label	preset	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch reapply defer until filename ready	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1a9c	cmd_dispatch_gated__check_mute_dirty	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch mute dirty check	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1ab6	cmd_dispatch_gated__mute_dirty_unmuted	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch unmuted mute-dirty path	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1ab8	cmd_dispatch_gated__mute_dirty_complete	local_label	i2c_tas3108	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch mute dirty completion	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1aca	cmd_dispatch_gated__check_channel_enable_dirty	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch channel-enable dirty check	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_route_bit_loop	cmd_dispatch_gated__write_next_channel_enable_bit	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch channel-enable bit write loop	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1b8c	cmd_dispatch_gated__channel_enable_write_complete	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch channel-enable write completion	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1baa	cmd_dispatch_gated__check_route_sync_dirty	local_label	i2c_secondary	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch route sync dirty check	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1bc8	cmd_dispatch_gated__check_shared_setup_eeprom_dirty	local_label	eeprom	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch shared-setup EEPROM dirty check	emitted	prior_batch_cmd_dispatch_gated
flow_cmd_dispatch_gated_1bd6	cmd_dispatch_gated__check_setup_profile_eeprom_dirty	local_label	eeprom	src/dlcp_fw/asm/dlcp_main_v34.asm gated command dispatch setup-profile EEPROM dirty check	emitted	prior_batch_cmd_dispatch_gated
stock_0B4_b0	setup_profile_setting_b0	ram_var	uart_link	src/dlcp_fw/asm/dlcp_main_ram.inc setup profile setting alias	emitted	prior_batch_setup_profile
stock_0B4_b0_op	setup_profile_setting_op	ram_var	uart_link	src/dlcp_fw/asm/dlcp_main_ram.inc setup profile setting operand alias	emitted	prior_batch_setup_profile
stock_0B4_b0_phys	setup_profile_setting_phys	ram_var	uart_link	src/dlcp_fw/asm/dlcp_main_ram.inc setup profile setting physical alias	emitted	prior_batch_setup_profile
stock_0B1_b0	setup_profile_shadow_b0	ram_var	uart_link	src/dlcp_fw/asm/dlcp_main_ram.inc setup profile shadow alias	emitted	prior_batch_setup_profile
stock_0B1_b0_op	setup_profile_shadow_op	ram_var	uart_link	src/dlcp_fw/asm/dlcp_main_ram.inc setup profile shadow operand alias	emitted	prior_batch_setup_profile
stock_0B1_b0_phys	setup_profile_shadow_phys	ram_var	uart_link	src/dlcp_fw/asm/dlcp_main_ram.inc setup profile shadow physical alias	emitted	prior_batch_setup_profile
main_usb_service_490c	timer3_timeout_elapsed_carry	private_helper	timer3	src/dlcp_fw/asm/dlcp_main_v34.asm Timer3 timeout elapsed carry predicate	emitted	prior_batch_tail_helpers
flow_main_usb_service_490c_4914	timer3_timeout_elapsed_carry__timer_stopped	local_label	timer3	src/dlcp_fw/asm/dlcp_main_v34.asm Timer3 timeout predicate timer-stopped path	emitted	prior_batch_tail_helpers
flow_main_usb_service_490c_4916	timer3_timeout_elapsed_carry__return	local_label	timer3	src/dlcp_fw/asm/dlcp_main_v34.asm Timer3 timeout predicate return path	emitted	prior_batch_tail_helpers
main_core_service_492e	timer3_blocking_delay_1ms	private_helper	timer3	src/dlcp_fw/asm/dlcp_main_v34.asm 1 ms Timer3 blocking delay helper	emitted	prior_batch_tail_helpers
main_uart_service_4938	uart_reconfigure_and_resync_parser	private_helper	uart_link	src/dlcp_fw/asm/dlcp_main_v34.asm UART reconfigure and parser resync helper	emitted	prior_batch_tail_helpers
main_core_service_4942	timer3_blocking_delay_2ms	private_helper	timer3	src/dlcp_fw/asm/dlcp_main_v34.asm 2 ms Timer3 blocking delay helper	emitted	prior_batch_tail_helpers
main_timer_service_494c	timer3_stop_interrupt_countdown	private_helper	timer3	src/dlcp_fw/asm/dlcp_main_v34.asm Timer3 interrupt countdown stop helper	emitted	prior_batch_tail_helpers
stock_0A4_b0	channel_enable_mask_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel-enable mask alias	emitted	prior_batch_channel_enable
stock_0A4_b0_op	channel_enable_mask_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel-enable mask operand alias	emitted	prior_batch_channel_enable
stock_0A4_b0_phys	channel_enable_mask_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel-enable mask physical alias	emitted	prior_batch_channel_enable
stock_0B0_b0	channel_enable_shadow_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel-enable shadow alias	emitted	prior_batch_channel_enable
stock_0B0_b0_op	channel_enable_shadow_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel-enable shadow operand alias	emitted	prior_batch_channel_enable
stock_0B0_b0_phys	channel_enable_shadow_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel-enable shadow physical alias	emitted	prior_batch_channel_enable
stock_060_b0	channel_1_source_config_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 1 source config alias	emitted	prior_batch_channel_configs
stock_060_b0_op	channel_1_source_config_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 1 source config operand alias	emitted	prior_batch_channel_configs
stock_060_b0_phys	channel_1_source_config_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 1 source config physical alias	emitted	prior_batch_channel_configs
stock_061_b0	channel_2_source_config_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 2 source config alias	emitted	prior_batch_channel_configs
stock_061_b0_op	channel_2_source_config_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 2 source config operand alias	emitted	prior_batch_channel_configs
stock_061_b0_phys	channel_2_source_config_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 2 source config physical alias	emitted	prior_batch_channel_configs
stock_062_b0	channel_3_source_config_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 3 source config alias	emitted	prior_batch_channel_configs
stock_062_b0_op	channel_3_source_config_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 3 source config operand alias	emitted	prior_batch_channel_configs
stock_062_b0_phys	channel_3_source_config_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 3 source config physical alias	emitted	prior_batch_channel_configs
stock_063_b0	channel_4_source_config_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 4 source config alias	emitted	prior_batch_channel_configs
stock_063_b0_op	channel_4_source_config_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 4 source config operand alias	emitted	prior_batch_channel_configs
stock_063_b0_phys	channel_4_source_config_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 4 source config physical alias	emitted	prior_batch_channel_configs
stock_064_b0	channel_5_source_config_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 5 source config alias	emitted	prior_batch_channel_configs
stock_064_b0_op	channel_5_source_config_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 5 source config operand alias	emitted	prior_batch_channel_configs
stock_064_b0_phys	channel_5_source_config_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 5 source config physical alias	emitted	prior_batch_channel_configs
stock_065_b0	channel_6_source_config_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 6 source config alias	emitted	prior_batch_channel_configs
stock_065_b0_op	channel_6_source_config_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 6 source config operand alias	emitted	prior_batch_channel_configs
stock_065_b0_phys	channel_6_source_config_phys	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 6 source config physical alias	emitted	prior_batch_channel_configs
stock_0A5_b0	channel_1_source_config_shadow_b0	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 1 source config shadow alias	emitted	prior_batch_channel_configs
stock_0A5_b0_op	channel_1_source_config_shadow_op	ram_var	i2c_secondary	src/dlcp_fw/asm/dlcp_main_ram.inc channel 1 source config shadow operand alias	emitted	prior_batch_channel_configs
